OrderID,OrderDate,PostcodeDistrict,AreaGroup,OrderType,Plan,Product,UnitPrice,Quantity,Revenue,DeliverySlot,OnTime,Fulfilled,PrePostPilot,IsSubscription,IsEvening,IsOnTime,Month
169,2025-04-06,E12,Stratford-EastHam,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
170,2025-04-06,IG4,Ilford-Redbridge,OneTime,,Immunity Booster Platter,6.65,1,6.65,Evening,Yes,Yes,Pre-Pilot,0,1,1,2025-04
171,2025-04-06,E11,Stratford-EastHam,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
172,2025-04-06,IG3,Ilford-Redbridge,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
173,2025-04-06,E6,Stratford-EastHam,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,No,Yes,Pre-Pilot,0,0,0,2025-04
174,2025-04-06,E3,Docklands,Subscription,Everjoy,Everjoy,18.99,1,18.99,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
175,2025-04-06,IG11,Ilford-Redbridge,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
176,2025-04-07,IG3,Ilford-Redbridge,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
177,2025-04-07,IG11,Ilford-Redbridge,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
178,2025-04-07,IG11,Ilford-Redbridge,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
179,2025-04-07,IG4,Ilford-Redbridge,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
180,2025-04-07,IG4,Ilford-Redbridge,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
181,2025-04-07,E10,Stratford-EastHam,Subscription,Essence,Essence,32.95,1,32.95,Evening,Yes,Yes,Pre-Pilot,1,1,1,2025-04
182,2025-04-08,E1,Docklands,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
183,2025-04-08,E9,Hackney-BethnalGreen,Subscription,Everjoy,Everjoy,18.99,1,18.99,Morning,No,Yes,Pre-Pilot,1,0,0,2025-04
184,2025-04-08,RM9,Barking-Dagenham,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
185,2025-04-08,IG4,Ilford-Redbridge,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
186,2025-04-08,E7,Stratford-EastHam,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
187,2025-04-08,E3,Docklands,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
188,2025-04-08,IG6,Ilford-Redbridge,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,No,Yes,Pre-Pilot,1,0,0,2025-04
189,2025-04-08,E10,Stratford-EastHam,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
190,2025-04-09,E13,Stratford-EastHam,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
191,2025-04-09,IG3,Ilford-Redbridge,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
192,2025-04-09,IG2,Ilford-Redbridge,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Evening,Yes,Yes,Pre-Pilot,0,1,1,2025-04
193,2025-04-09,RM9,Barking-Dagenham,Subscription,Everjoy,Everjoy,18.99,1,18.99,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
194,2025-04-09,E11,Stratford-EastHam,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
195,2025-04-09,IG1,Ilford-Redbridge,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,No,Yes,Pre-Pilot,0,0,0,2025-04
196,2025-04-09,E14,Docklands,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
197,2025-04-09,E6,Stratford-EastHam,OneTime,,Immunity Booster Platter,6.65,1,6.65,Evening,Yes,Yes,Pre-Pilot,0,1,1,2025-04
198,2025-04-09,IG6,Ilford-Redbridge,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
199,2025-04-09,E12,Stratford-EastHam,Subscription,Everjoy,Everjoy,18.99,1,18.99,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
200,2025-04-09,E10,Stratford-EastHam,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
201,2025-04-09,IG1,Ilford-Redbridge,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
202,2025-04-10,E11,Stratford-EastHam,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,No,Yes,Pre-Pilot,0,0,0,2025-04
203,2025-04-10,E1,Docklands,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
204,2025-04-10,E16,Docklands,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
205,2025-04-10,E11,Stratford-EastHam,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Evening,Yes,Yes,Pre-Pilot,0,1,1,2025-04
206,2025-04-10,E3,Docklands,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
207,2025-04-11,E1,Docklands,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
208,2025-04-11,IG3,Ilford-Redbridge,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
209,2025-04-11,E16,Docklands,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
210,2025-04-11,E9,Hackney-BethnalGreen,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
211,2025-04-11,E1,Docklands,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
212,2025-04-11,E13,Stratford-EastHam,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Evening,Yes,Yes,Pre-Pilot,0,1,1,2025-04
213,2025-04-11,IG4,Ilford-Redbridge,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
214,2025-04-11,E9,Hackney-BethnalGreen,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Evening,Yes,Yes,Pre-Pilot,0,1,1,2025-04
215,2025-04-12,IG1,Ilford-Redbridge,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Evening,No,Yes,Pre-Pilot,0,1,0,2025-04
216,2025-04-12,IG2,Ilford-Redbridge,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
217,2025-04-12,E1,Docklands,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
218,2025-04-12,IG6,Ilford-Redbridge,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
219,2025-04-12,IG2,Ilford-Redbridge,Subscription,Everjoy,Everjoy,18.99,1,18.99,Evening,Yes,Yes,Pre-Pilot,1,1,1,2025-04
220,2025-04-12,E12,Stratford-EastHam,Subscription,Elevate,Elevate,39.75,1,39.75,Evening,Yes,Yes,Pre-Pilot,1,1,1,2025-04
221,2025-04-12,E9,Hackney-BethnalGreen,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
222,2025-04-12,E12,Stratford-EastHam,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
223,2025-04-12,E1,Docklands,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
224,2025-04-12,E10,Stratford-EastHam,Subscription,Everjoy,Everjoy,18.99,1,18.99,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
225,2025-04-13,E10,Stratford-EastHam,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
226,2025-04-13,E12,Stratford-EastHam,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
227,2025-04-13,E3,Docklands,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
228,2025-04-13,IG11,Ilford-Redbridge,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
229,2025-04-13,E7,Stratford-EastHam,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
230,2025-04-13,E1,Docklands,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
231,2025-04-13,E6,Stratford-EastHam,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
232,2025-04-13,E6,Stratford-EastHam,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
233,2025-04-13,E9,Hackney-BethnalGreen,OneTime,,Immunity Booster Platter,6.65,1,6.65,Evening,Yes,Yes,Pre-Pilot,0,1,1,2025-04
234,2025-04-14,E16,Docklands,Subscription,Everjoy,Everjoy,18.99,1,18.99,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
235,2025-04-14,E16,Docklands,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
236,2025-04-14,E7,Stratford-EastHam,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
237,2025-04-14,E12,Stratford-EastHam,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
238,2025-04-14,E10,Stratford-EastHam,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
239,2025-04-14,E8,Hackney-BethnalGreen,Subscription,Everjoy,Everjoy,18.99,1,18.99,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
240,2025-04-14,E1,Docklands,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
241,2025-04-15,E7,Stratford-EastHam,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
242,2025-04-15,RM8,Barking-Dagenham,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
243,2025-04-15,RM9,Barking-Dagenham,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
244,2025-04-15,IG11,Ilford-Redbridge,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
245,2025-04-15,IG3,Ilford-Redbridge,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
246,2025-04-16,E12,Stratford-EastHam,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Evening,Yes,Yes,Pre-Pilot,0,1,1,2025-04
247,2025-04-16,IG3,Ilford-Redbridge,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
248,2025-04-16,E16,Docklands,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
249,2025-04-16,E8,Hackney-BethnalGreen,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
250,2025-04-16,IG4,Ilford-Redbridge,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
251,2025-04-16,IG11,Ilford-Redbridge,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
252,2025-04-16,E10,Stratford-EastHam,Subscription,Everjoy,Everjoy,18.99,1,18.99,Evening,Yes,Yes,Pre-Pilot,1,1,1,2025-04
253,2025-04-16,E7,Stratford-EastHam,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
254,2025-04-17,E14,Docklands,Subscription,Everjoy,Everjoy,18.99,1,18.99,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
255,2025-04-17,E3,Docklands,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,No,Yes,Pre-Pilot,0,0,0,2025-04
256,2025-04-17,E14,Docklands,Subscription,Everjoy,Everjoy,18.99,1,18.99,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
257,2025-04-17,E9,Hackney-BethnalGreen,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
258,2025-04-17,RM8,Barking-Dagenham,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
259,2025-04-17,E12,Stratford-EastHam,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
260,2025-04-17,IG4,Ilford-Redbridge,Subscription,Everjoy,Everjoy,18.99,1,18.99,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
261,2025-04-18,IG11,Ilford-Redbridge,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
262,2025-04-18,E10,Stratford-EastHam,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
263,2025-04-18,E2,Hackney-BethnalGreen,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
264,2025-04-18,IG11,Ilford-Redbridge,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
265,2025-04-18,IG3,Ilford-Redbridge,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
266,2025-04-18,E9,Hackney-BethnalGreen,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
267,2025-04-18,IG3,Ilford-Redbridge,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
268,2025-04-19,E13,Stratford-EastHam,Subscription,Everjoy,Everjoy,18.99,1,18.99,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
269,2025-04-19,IG2,Ilford-Redbridge,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
270,2025-04-19,IG11,Ilford-Redbridge,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
271,2025-04-19,E6,Stratford-EastHam,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
272,2025-04-19,IG3,Ilford-Redbridge,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
273,2025-04-19,IG1,Ilford-Redbridge,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
274,2025-04-19,RM6,Barking-Dagenham,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
275,2025-04-20,E2,Hackney-BethnalGreen,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
276,2025-04-20,IG4,Ilford-Redbridge,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
277,2025-04-20,IG2,Ilford-Redbridge,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Evening,Yes,Yes,Pre-Pilot,0,1,1,2025-04
278,2025-04-20,E11,Stratford-EastHam,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Evening,Yes,Yes,Pre-Pilot,0,1,1,2025-04
279,2025-04-20,IG6,Ilford-Redbridge,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
280,2025-04-20,E10,Stratford-EastHam,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
281,2025-04-20,RM8,Barking-Dagenham,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,No,Yes,Pre-Pilot,0,0,0,2025-04
282,2025-04-20,IG3,Ilford-Redbridge,Subscription,Essence,Essence,32.95,1,32.95,Evening,Yes,Yes,Pre-Pilot,1,1,1,2025-04
283,2025-04-20,E16,Docklands,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
284,2025-04-20,E2,Hackney-BethnalGreen,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
285,2025-04-20,E2,Hackney-BethnalGreen,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
286,2025-04-21,IG2,Ilford-Redbridge,Subscription,Essence,Essence,32.95,1,32.95,Morning,No,Yes,Pre-Pilot,1,0,0,2025-04
287,2025-04-21,E14,Docklands,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
288,2025-04-21,E12,Stratford-EastHam,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
289,2025-04-21,IG6,Ilford-Redbridge,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
290,2025-04-21,E12,Stratford-EastHam,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
291,2025-04-21,IG1,Ilford-Redbridge,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
292,2025-04-21,E1,Docklands,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
293,2025-04-21,RM9,Barking-Dagenham,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
294,2025-04-21,E13,Stratford-EastHam,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
295,2025-04-21,E13,Stratford-EastHam,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Evening,Yes,Yes,Pre-Pilot,0,1,1,2025-04
296,2025-04-22,IG1,Ilford-Redbridge,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
297,2025-04-22,IG2,Ilford-Redbridge,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,No,Yes,Pre-Pilot,0,0,0,2025-04
298,2025-04-22,E14,Docklands,Subscription,Everjoy,Everjoy,18.99,1,18.99,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
299,2025-04-22,E6,Stratford-EastHam,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
300,2025-04-22,E2,Hackney-BethnalGreen,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,No,Yes,Pre-Pilot,0,0,0,2025-04
301,2025-04-22,E10,Stratford-EastHam,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
302,2025-04-23,E6,Stratford-EastHam,Subscription,Everjoy,Everjoy,18.99,1,18.99,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
303,2025-04-23,E1,Docklands,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Evening,Yes,Yes,Pre-Pilot,0,1,1,2025-04
304,2025-04-23,RM9,Barking-Dagenham,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
305,2025-04-23,IG1,Ilford-Redbridge,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
306,2025-04-23,E10,Stratford-EastHam,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,No,Yes,Pre-Pilot,0,0,0,2025-04
307,2025-04-23,E12,Stratford-EastHam,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
308,2025-04-23,E14,Docklands,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
309,2025-04-23,E2,Hackney-BethnalGreen,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
310,2025-04-24,E3,Docklands,OneTime,,Immunity Booster Platter,6.65,1,6.65,Evening,Yes,Yes,Pre-Pilot,0,1,1,2025-04
311,2025-04-24,E1,Docklands,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
312,2025-04-24,E6,Stratford-EastHam,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
313,2025-04-24,IG6,Ilford-Redbridge,Subscription,Everjoy,Everjoy,18.99,1,18.99,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
314,2025-04-24,IG6,Ilford-Redbridge,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
315,2025-04-24,IG1,Ilford-Redbridge,OneTime,,Strength & Stamina Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
316,2025-04-25,E11,Stratford-EastHam,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
317,2025-04-25,E12,Stratford-EastHam,Subscription,Everjoy,Everjoy,18.99,1,18.99,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
318,2025-04-25,E10,Stratford-EastHam,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
319,2025-04-25,IG11,Ilford-Redbridge,OneTime,,Gut Health & Digestion Friendly Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
320,2025-04-25,RM6,Barking-Dagenham,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
321,2025-04-25,IG11,Ilford-Redbridge,Subscription,Everjoy,Everjoy,18.99,1,18.99,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
322,2025-04-25,E1,Docklands,Subscription,Elevate,Elevate,39.75,1,39.75,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
323,2025-04-26,E10,Stratford-EastHam,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
324,2025-04-26,E14,Docklands,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
325,2025-04-26,RM9,Barking-Dagenham,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
326,2025-04-26,IG3,Ilford-Redbridge,Subscription,Everjoy,Everjoy,18.99,1,18.99,Evening,Yes,Yes,Pre-Pilot,1,1,1,2025-04
327,2025-04-26,RM8,Barking-Dagenham,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
328,2025-04-26,IG3,Ilford-Redbridge,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
329,2025-04-26,E1,Docklands,OneTime,,Heart-Healthy & Vitality Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
330,2025-04-27,E7,Stratford-EastHam,OneTime,,Immunity Booster Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
331,2025-04-27,IG1,Ilford-Redbridge,OneTime,,Hydration & Refreshment Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
332,2025-04-27,E3,Docklands,OneTime,,Glowing Skin & Healthy Hair Platter,6.65,1,6.65,Morning,Yes,Yes,Pre-Pilot,0,0,1,2025-04
333,2025-04-27,IG3,Ilford-Redbridge,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
334,2025-04-27,E12,Stratford-EastHam,Subscription,Everjoy,Everjoy,18.99,1,18.99,Evening,Yes,Yes,Pre-Pilot,1,1,1,2025-04
335,2025-04-27,E8,Hackney-BethnalGreen,Subscription,Essence,Essence,32.95,1,32.95,Morning,Yes,Yes,Pre-Pilot,1,0,1,2025-04
